	artist_name	track_name	id	danceability	energy	loudness	mode	speechiness	instrumentalness	liveness	valence	tempo
5503	Henry	It's You	3hm4axDodp2jFEDohQfXxV	0.545	0.468	-6.064	1	0.0247	0.0	0.128	0.279	76.045
5504	MAMAMOO	Dingga	0bDYceyQd1jnJO4sK47YxU	0.772	0.925	-2.788	0	0.108	0.0	0.201	0.795	119.963
5505	Sam Kim	Make Up	19zsSUEuJNzNA6eqInqyF9	0.698	0.497	-6.606	1	0.0825	0.0	0.0918	0.646	124.942
5506	K/DA	I'LL SHOW YOU	6LDIVpVNBRy7LCw7jIdci6	0.704	0.872	-4.03	1	0.0377	8.28e-06	0.0866	0.559	108.03
5507	BTS	Permission to Dance - R&B Remix	3IGM6ph0w2fERLlyQtBoQt	0.662	0.597	-5.569	1	0.031	0.0	0.103	0.351	120.021
5508	TWICE	Just be yourself	6JQejkZXevMZeRBq8BpBFp	0.609	0.762	-4.503	1	0.0785	0.0	0.407	0.346	105.039
5509	SECRET NUMBER	Love, Maybe	5btJjUxmhPK1cwdw0mnhRD	0.519	0.726	-2.874	1	0.0446	0.0	0.116	0.453	171.97
5510	SEVENTEEN	Light a Flame	2QeqvHnADmf2fN5sowptuO	0.83	0.458	-7.306	1	0.0488	7.07e-06	0.0922	0.643	114.998
5511	SUNMI	TAIL	7muTXW7kGytN3zdomku6FV	0.515	0.858	-3.136	1	0.19	1.8e-05	0.0796	0.428	125.07
5512	ATEEZ	HALA HALA (Hearts Awakened, Live Alive)	4v2BLMhWtVvBnZwuoiKxja	0.572	0.778	-4.178	0	0.189	0.0	0.188	0.294	159.904
5513	TOMORROW X TOGETHER	永遠に光れ (Everlasting Shine)	3zLCX1TGMpsA67cW2pq6ut	0.527	0.891	-1.511	0	0.0724	0.0	0.208	0.39	127.097
5514	Stray Kids	Surfin’ (Lee Know, Changbin, Felix)	1FdnsU6An1Ye3uBJe8j23c	0.766	0.758	-4.647	1	0.0717	0.0	0.253	0.535	104.96
5515	BIGBANG	LOSER	2vzn8usBcuNL93DnTjEK0z	0.639	0.692	-4.127	1	0.107	0.0	0.356	0.488	89.846
5516	EXO	Don't fight the feeling	42fR3oINF3KfXCDtheoNiY	0.707	0.838	-2.983	0	0.117	0.0	0.095	0.832	128.007
5517	ITZY	Weapon (With Newnion, FLOOR) (Prod.Czaer)	6poVmpGU3y3jj1Z9xbbbH4	0.575	0.931	-1.628	1	0.0867	1.44e-06	0.417	0.521	168.024
5518	TOMORROW X TOGETHER	Dear Sputnik	7ypFllJwlotXBJfLjsXhvo	0.529	0.806	-3.8	0	0.0364	4.87e-06	0.27	0.492	125.09
5519	Monsta X	Burning Up (feat. R3HAB)	5fw5CY7DwCTw4Jef87yUNv	0.808	0.767	-3.913	0	0.0605	0.0	0.297	0.474	120.024
5520	TOMORROW X TOGETHER	PUMA	4dJThL3k5tMRdduAiARM4R	0.684	0.793	-3.156	0	0.102	0.0	0.137	0.437	104.951
5521	Monsta X	Love Killa	4hxNs73449mNhfLIvAC9zz	0.451	0.867	-3.316	0	0.459	0.0	0.348	0.511	89.108
5522	aespa	ICONIC	5bMHrigI1EAmZdiyRzKoQi	0.816	0.842	-1.164	0	0.115	7.94e-06	0.0534	0.625	152.991
5523	Dreamcatcher	Scream	3vPHCKu5UhbGLe9rs8dBGr	0.704	0.94	-2.233	0	0.158	0.0	0.29	0.311	137.909
5524	KANG DANIEL	PARANOIA	1Q6lzzQHM5dvtTCwcfeKDy	0.633	0.735	-3.042	0	0.0363	0.0	0.259	0.558	97.03
5525	Stray Kids	Sorry, I Love You	5kkOHHTccylnkYxDRgDWMs	0.743	0.661	-5.287	1	0.0736	0.0	0.204	0.602	100.039
5526	Krizz Kaliko	Ti**ies	7bOsLxLmt2sIvRGx8DKdA9	0.494	0.877	-4.82	1	0.217	0.0	0.094	0.367	166.184
5527	NCT	The 7th Sense	6BdchFAP4TUZUceAsAEb5U	0.682	0.502	-9.507	1	0.0713	8.45e-06	0.107	0.218	108.08
5528	LOONA	Hi High	0RqzUS7AkBhQDrBxcGFeDv	0.669	0.919	-2.262	0	0.0711	6.81e-06	0.222	0.538	96.955
5529	NCT 127	Lemonade	6txVOdSbg928oeGhlVUrdK	0.812	0.876	-1.456	0	0.0716	0.000522	0.119	0.679	89.992
5530	DKZ	Cupid	0w54OKbroNiI06hCHdSGBR	0.648	0.76	-3.191	0	0.0441	0.0	0.355	0.831	145.08
5531	PSY	DADDY	1eMVXXpNPEUdFRy5ZH7FpM	0.762	0.869	-3.287	0	0.13	0.0	0.137	0.747	132.05
5532	Unknown Mortal Orchestra	Multi-Love	1XKAeevAbxSSMuTcRT0APS	0.784	0.506	-5.243	0	0.0404	0.0	0.139	0.544	120.139
5533	CHUNG HA	Snapping	4IOxk5ep5ONrdlL0ZIy64v	0.746	0.726	-3.499	0	0.0394	3.43e-06	0.278	0.578	104.961
5534	TOMORROW X TOGETHER	Eternally	0RRd7AcCl0HR5gzzRuCMXs	0.382	0.85	-4.735	1	0.423	0.0	0.0912	0.414	185.924
5535	STAYC	247	51XWwKV6VHCuFftFQLp4iA	0.687	0.727	-6.242	1	0.195	0.0	0.169	0.769	92.045
5536	(G)I-DLE	VILLAIN DIES	6adPuBjUw3Zh6wK27d8Rgv	0.733	0.743	-5.205	0	0.0893	0.0	0.3	0.353	77.008
5537	aespa	aenergy	1iNvVaWmlKJns2LNTXN39Q	0.744	0.897	-0.341	1	0.0862	3.11e-06	0.146	0.615	106.009
5538	ATEEZ	Turbulence	2wj2Mh7Zmp036eH1aY6nAW	0.462	0.826	-5.584	1	0.0718	0.0	0.179	0.615	169.98
5539	WOODZ	DIFFERENT	5Y7a8iWIawp1QTbevGeH1V	0.628	0.811	-4.26	1	0.0338	0.0	0.0797	0.442	124.066
5540	TWICE	F.I.L.A (Fall In Love Again)	4O1WbQwMV0W6Y2dUCvwoBx	0.756	0.889	-3.076	0	0.0945	0.0	0.196	0.653	117.971
5541	BTS	Embarrassed	3eSPLTR9JtKiT1X4sAkTg8	0.556	0.897	-3.019	1	0.282	0.0	0.379	0.551	84.604
5542	SURAN	WINE (Feat.Changmo) (Prod. SUGA)	3eHkFA3StDR9BU7EVrUFLs	0.62	0.644	-2.713	0	0.0447	0.0	0.105	0.502	145.87
5543	Red Velvet	Dumb Dumb	64iDjAuWDogVhuoWhKklF9	0.778	0.789	-4.297	0	0.0503	2.05e-06	0.225	0.799	145.99
5544	Seori	Running Through The Night	3UZ46DvXvB2R7sBUZornlv	0.644	0.532	-6.541	1	0.0562	0.0	0.266	0.64	92.039
5545	SHINee	Ring Ding Dong	4vLqN0bIxIQjlet2mIMBnx	0.835	0.934	-1.258	1	0.0431	0.000501	0.222	0.811	124.98
5546	BTS	Come Back Home	5dEaQCUCJIQyJs5qVZYXOC	0.647	0.881	-4.42	0	0.0765	1.12e-06	0.113	0.456	100.001
5547	BTS	MAMA	51hIGgLnT8s6gEzjVqKlEF	0.543	0.739	-4.818	0	0.232	2.14e-05	0.0816	0.466	185.832
5548	DEAN	love	6wcRv0UBvEH9NCIA3IVyQs	0.582	0.67	-6.69	1	0.0483	0.000669	0.105	0.37	109.993
5549	TWICE	CANDY	53Abp3QVXDA9z1VmJsOBXm	0.853	0.734	-2.347	1	0.0363	0.0	0.0671	0.78	116.03
5550	NIve	Like A Fool	1E8Cztx0OIj4zm1IZh2XXj	0.496	0.491	-8.628	1	0.287	0.0	0.123	0.5	176.92
5551	JAMIE	Pity Party	3hmjSgK0gSytIf3sbCFShk	0.73	0.792	-4.321	0	0.0411	3.05e-06	0.418	0.749	124.988
5552	TOMORROW X TOGETHER	Wishlist	4A6f3zMLDDAUgkGTLtpMc3	0.61	0.92	-5.054	1	0.107	0.0	0.307	0.301	149.966
5553	TOMORROW X TOGETHER	Maze in the Mirror	12I69qHomlIZflYA1G2MAp	0.379	0.505	-4.979	1	0.0302	0.0	0.117	0.458	152.764
5554	AILEE	I Will Go To You Like the First Snow	2BPXILn0MqOe5WroVXlvN1	0.497	0.431	-4.755	0	0.0287	0.0	0.153	0.167	133.675
5555	iKON	KILLING ME	1IbpTcFDHRD87cGQOhVCDP	0.762	0.672	-5.277	0	0.073	0.0	0.205	0.507	128.001
5556	BTS	A Brand New Day (BTS World Original Soundtrack) [Pt. 2]	5XkyZyKMdFungjDb9cUKc3	0.804	0.498	-7.387	0	0.0571	0.000236	0.18	0.704	105.008
5557	Girls' Generation	The Boys	0Me6SI6hgowLrZAKvtyVOg	0.876	0.937	-0.593	0	0.093	0.0	0.232	0.902	114.982
5558	Seori	긴 밤 (feat. GIRIBOY)	5YAO57ujV1cs5eubzyOL1E	0.722	0.514	-5.709	0	0.0487	0.0	0.3	0.59	129.997
5559	Dreamcatcher	Starlight	5i5WNh302rkoveunUdZwG2	0.548	0.898	-3.945	0	0.0484	0.0	0.165	0.346	149.97
5560	STAYC	BUTTERFLY	1q97NRLZfQlXYvZJAQ7tln	0.567	0.563	-6.303	0	0.0362	1.58e-06	0.119	0.494	179.851
5561	Unknown Mortal Orchestra	Swim and Sleep (Like a Shark)	1UcgqK04vVmW8aXV2OxGiZ	0.766	0.806	-10.011	1	0.0403	0.171	0.119	0.76	123.51
5562	SEVENTEEN	Anyone	12jngD7Hu6if6sIzPkO2k4	0.682	0.612	-7.961	0	0.0814	0.0	0.124	0.485	109.99
5563	Marzz	Countless Times	5sZGJQjdAAGiqF8AtAMv4f	0.795	0.437	-7.746	0	0.063	3.79e-06	0.0801	0.353	112.973
5564	(G)I-DLE	HANN (Alone)	7gr57cYekMWriyJYbT7oZ4	0.709	0.718	-3.315	0	0.0312	0.0	0.167	0.24	104.971
5565	CLC	HELICOPTER	2hJS7BdEaH9Jo8MeJujsHT	0.666	0.908	-2.819	0	0.056	0.0	0.383	0.655	155.048
5566	IVE	Take It	70EfheCNy3zOrcT2meMQ1g	0.802	0.934	-3.216	0	0.0604	0.0	0.0158	0.941	150.036
5567	DEAN	풀어	2p980qlVXYLh3HdHusbhfa	0.89	0.501	-5.562	0	0.0589	0.0	0.103	0.758	126.949
5568	LOONA	Star	4wGt2KmqMQ7LC5bqPi51sf	0.715	0.92	-1.787	0	0.0557	0.0037	0.0607	0.874	158.15
5569	TWICE	LOVE FOOLISH	1MdEg2lk4EakgWnCvFUGEZ	0.721	0.84	-2.298	0	0.0971	4.3e-06	0.0576	0.577	114.965
5570	SEVENTEEN	Fear	1SgRnIFTs39lSkQJACYDoY	0.581	0.945	-2.698	0	0.349	0.0	0.139	0.703	146.146
5571	Yuvan Shankar Raja	"Ashwin Thatha Theme (From ""Aaa"")"	3zBHwy5KKho2KzRrot7s4V	0.415	0.656	-6.088	0	0.0368	0.471	0.0901	0.52	180.028
5572	SEVENTEEN	Oh My!	4JViGq60SvqtQXI3WK0OLS	0.682	0.888	-3.25	0	0.267	0.0	0.0552	0.903	91.966
5573	BTS	A Supplementary Story: You Never Walk Alone	2ZbYyDM0pacTwP2odNsdlo	0.696	0.903	-4.788	1	0.151	0.0	0.0668	0.59	127.994
5574	Hwa Sa	TWIT	6qyz1KOlGJsKYJ4ZsRmRSD	0.679	0.813	-3.367	0	0.199	2.83e-06	0.263	0.584	136.067
5575	SHINee	View	46E1ic6n099e76t5J1TbHn	0.728	0.801	-4.428	0	0.0439	0.0	0.0415	0.656	123.953
5576	GSoul	Broken Record	4TF240Qq2I1cr2Ysvfps4d	0.703	0.599	-7.127	1	0.101	0.0	0.428	0.851	104.048
5577	MAMAMOO	AYA	4BZXVFYCb76Q0Klojq4piV	0.634	0.858	-2.226	0	0.0809	8.56e-06	0.258	0.637	91.688
5578	Bryson Tiller	Rambo	5RqsqQU0erB0OgLbwem6pU	0.634	0.562	-8.923	0	0.163	2.08e-06	0.11	0.307	181.014
5579	Stray Kids	SSICK	238HdxvQkmYeSyo6qkPQoU	0.667	0.829	-2.922	0	0.0946	0.0	0.428	0.505	170.009
5580	AKMU	How can I love the heartbreak, you're the one I love	0hqj5JBnFt1BHEz2UCFwrl	0.52	0.248	-8.675	1	0.0355	1.36e-06	0.118	0.228	129.214
5581	IU	Through the Night	3P3UA61WRQqwCXaoFOTENd	0.428	0.313	-7.327	1	0.0391	0.0	0.309	0.284	78.723
5582	BLACKPINK	Hope Not	3eZD5DZGibwxMAOaCMBg3k	0.556	0.423	-4.998	0	0.0274	0.0	0.0867	0.179	110.086
5583	Tech N9ne	Sriracha	7tof6xjzkgAQqBAHLa1r4r	0.663	0.774	-5.46	1	0.318	0.0	0.462	0.602	90.059
5584	BTS	Outro: Do You Think It Makes Sense?	0I4CicY6MftmDgdd76LXss	0.634	0.815	-4.324	1	0.0409	0.0	0.146	0.553	103.041
5585	Red Velvet - IRENE & SEULGI	Naughty	0P8lbWigAHXPKxUG60xh79	0.693	0.759	-2.9	1	0.208	1.36e-06	0.116	0.635	112.983
5586	GOT7	NOT BY THE MOON	1pmfd0ohjfh1qXPWvjaC1o	0.549	0.813	-4.828	0	0.148	4.44e-06	0.207	0.544	151.813
5587	BTS	Singularity	2ApfJvLr7RbhJl6NOVhEu6	0.775	0.272	-9.126	0	0.091	0.00278	0.112	0.198	103.991
5588	SEVENTEEN	2 MINUS 1 - Bonus Track	6o2Pu5qZcinw4mlDlQZFqu	0.644	0.8	-5.936	1	0.226	0.0	0.32	0.813	159.879
5589	ATEEZ	The Leaders	52Sj1SUJ6FNceKLZVggVak	0.765	0.929	-4.566	0	0.166	0.000223	0.0523	0.672	144.03
5590	GSoul	Hate Everything	52UDFFwUueOBfJ2vB5BqRr	0.474	0.229	-9.47	1	0.0329	0.0	0.11	0.289	118.827
5591	Monsta X	Wildfire	31swab24TD27FuYp62SWg6	0.662	0.707	-5.029	0	0.211	0.0	0.134	0.262	150.079
5592	Stray Kids	Wow (Lee Know, Hyunjin, Felix)	2i15lsdOIZb9PpuAFKO58Y	0.731	0.723	-5.955	0	0.0678	0.0	0.068	0.534	127.921
5593	TOMORROW X TOGETHER	Our Summer	22PEycypPsZpzlMxTgukiQ	0.739	0.571	-5.53	1	0.0323	0.0	0.165	0.267	107.98
5594	SOYOU	Some (feat. Lil Boi)	0g1AmSKokPboFrxmG1dxKx	0.738	0.676	-3.025	0	0.0507	0.0	0.253	0.961	95.04
5595	GFRIEND	Me Gustas Tu	6x7fux7bZEfnChKx3nhSZn	0.646	0.923	-1.309	1	0.0613	0.0	0.0507	0.703	106.086
5596	SHINee	Replay	1rp986nzkyAX1wFpxzbwlC	0.716	0.779	-2.203	1	0.0805	1.16e-06	0.167	0.59	99.977
5597	NCT DREAM	It’s Yours	0a4svaW6XiBnyoXECjcmGw	0.865	0.727	-2.886	1	0.0587	0.0	0.0434	0.716	100.001
5598	TAEYEON	그대라는 시	049M1ZP4H2B13yB2ax6N7l	0.533	0.292	-7.1	1	0.0364	0.0	0.118	0.472	135.624
5599	SEVENTEEN	Heaven's Cloud	2Q4D2Pz1HDt1x4NukBID5Q	0.481	0.69	-7.858	0	0.072	0.0	0.132	0.718	112.158
5600	EXO-K	Overdose	5NSPsOGVNWYOMeeyZPF7HY	0.498	0.917	-1.797	0	0.164	0.0	0.358	0.652	112.357
5601	MOMOLAND	Wrap Me In Plastic	5mpWGq83n0sIgGRopGk5QZ	0.821	0.602	-2.916	0	0.0907	0.0	0.0862	0.776	179.932
5602	BTS	First Love	1UeVC9gDeHxwlWOQyQJerj	0.545	0.74	-5.997	0	0.308	0.0	0.164	0.671	86.842
5603	BTS	Am I Wrong	7BFVLQASwcGrxEPsz1teIW	0.76	0.834	-4.992	1	0.0494	1.07e-05	0.0868	0.679	107.988
5604	Jessi	What Type of X	0LweQRsfJ3pRAJJFy6DrR1	0.776	0.692	-3.834	1	0.0555	0.0	0.0588	0.543	95.972
5605	Red Velvet	Good, Bad, Ugly	1DX08glq6CBGBA0N6uL3JV	0.486	0.739	-4.615	0	0.0848	0.0	0.26	0.793	169.507
5606	BTS	Miss Right	1ht2uYq91yLc9S6IxwiwCK	0.718	0.835	-4.925	1	0.213	0.0	0.0764	0.855	92.97
5607	Eric Nam	Love Die Young	4DERyalxTlWCdlHkVi0TfO	0.662	0.39	-8.802	1	0.125	0.0	0.0933	0.22	76.016
5608	DEAN	Bonnie & Clyde	6IFpwncCkKrXHyP0RuG9r6	0.642	0.642	-5.774	0	0.0725	7.74e-06	0.672	0.475	94.958
5609	j-hope	항상 (HANGSANG)	270k38FpoKhnvZLv50NlTr	0.832	0.896	-4.673	1	0.233	4.97e-05	0.247	0.618	178.996
5610	BTS	So 4 more	5EdwOTiD4Vz7xEoB7jt8En	0.676	0.925	-2.451	1	0.111	6.31e-06	0.279	0.798	163.952
5611	STAYC	I WANT U BABY	4wqvBkHI3a75Fmlirlq3uD	0.738	0.598	-6.186	0	0.0597	0.0	0.139	0.426	135.864
5612	ATEEZ	MIST	52PCrf2tqml44bWLNT58hF	0.565	0.831	-2.758	1	0.0374	0.0	0.13	0.361	127.992
5613	Eric Nam	Any Other Way	0VjAIeSvXNYyshkoQ73Jvi	0.709	0.692	-5.712	0	0.131	0.00249	0.144	0.55	81.03
5614	fromis_9	FUN!	3bD1rBz24Pnu6tjXf4wJxH	0.694	0.931	-2.001	1	0.0722	0.0	0.0624	0.807	124.008
5615	PENTAGON	Daisy	14pjnaIqkpReO5D0tHofAS	0.563	0.869	-2.235	1	0.0532	0.0	0.138	0.48	85.016
5616	Stray Kids	Any	5S7kMbtEikXwCAHMu3R3jw	0.879	0.868	-3.113	0	0.0632	0.0	0.107	0.419	110.054
5617	Stray Kids	WOLFGANG	0aWEt5aMfU2zYxE1tg2efw	0.524	0.848	-3.48	0	0.122	0.0	0.0786	0.135	161.672
5618	Bryson Tiller	Still Yours (feat. Big Sean)	0vaurfXBWA3owUdvkfhEGy	0.595	0.637	-6.21	1	0.17	0.0	0.336	0.103	84.601
5619	TWICE	REAL YOU	3ax3sc1Rn99YbjyKT0HALS	0.858	0.831	-3.029	0	0.12	0.0	0.0453	0.886	119.975
5620	Bryson Tiller	For However Long	5g30WoqK1Dv5Bnwpusp2vk	0.584	0.644	-6.788	1	0.0782	0.0	0.19	0.415	100.033
5621	HEIZE	And July	0Yz3F0UGDibDe8uU69zmjn	0.734	0.852	-3.85	1	0.0916	0.0	0.196	0.787	98.504
5622	TOMORROW X TOGETHER	Drama	0YKzTMzgAXgQLpChiBRTlf	0.632	0.961	-2.392	0	0.0688	0.0	0.26	0.714	126.001
5623	NCT 127	Simon Says	1zedfw5iu7XzKJT8CupEIP	0.653	0.836	-6.018	1	0.238	0.0	0.0507	0.569	151.977
5624	Stray Kids	끝나지 않을 이야기	0KHCa8hM5Jff6Ji0JxQYMb	0.447	0.57	-6.196	1	0.0839	0.0	0.107	0.37	79.801
5625	SUNMI	Oh Sorry Ya	03HYOtfzbzx0HPHMcfLFOe	0.622	0.758	-6.236	1	0.0469	0.00344	0.127	0.237	144.991
5626	THE BOYZ	THRILL RIDE	3wEYYVD6uC3A3LhVhqARZv	0.725	0.886	-2.21	1	0.037	0.0	0.0971	0.715	97.035
5627	Stray Kids	Secret Secret	1pLJ9T4v4p68otzCDonbc6	0.642	0.743	-4.649	1	0.0643	0.0	0.286	0.37	73.969
5628	Red Velvet	Power Up	381g0b6QZxC13SzA2HRMIc	0.732	0.934	-4.618	1	0.144	0.00745	0.306	0.898	159.998
5629	ATEEZ	Utopia	3OnnEFB9kauV7O20nOCWpg	0.668	0.686	-5.162	0	0.0335	0.0	0.342	0.54	116.029
5630	BTS	Iine!Pt.2 - Ano Bashode -	5ajpyr32JgFtvW0nzvgva4	0.684	0.717	-5.765	0	0.151	0.0	0.367	0.861	95.039
5631	BTS	Interlude: Wings	6dNOlenVY8vp29pkMZOd7c	0.638	0.851	-3.042	0	0.0663	0.0	0.114	0.6	124.992
5632	ENHYPEN	Flicker	3TgPwLFXV6GEIsDZANHktY	0.656	0.761	-5.112	0	0.092	3.35e-06	0.169	0.549	85.149
5633	DEAN	21	2jiI8bNSDu7UxTtDCOqh3L	0.686	0.73	-5.673	0	0.153	0.0	0.341	0.576	109.93
5634	Jackson Wang	Drive You Home	7uidJM7xBikobIitpHQKZ4	0.653	0.694	-6.284	1	0.039	0.0	0.111	0.226	96.024
5635	Bryson Tiller	Self-Made	2rUwQj4SWaP2anuGDtNpYR	0.932	0.702	-3.459	0	0.0904	1.86e-05	0.267	0.533	143.001
5636	Wanna One	Energetic	3NkkcnnKrNHv4AiGaPdD76	0.714	0.886	-3.076	1	0.0461	0.0	0.112	0.752	125.046
5637	ENHYPEN	Attention, please!	59qDYPZPkMPl8qSYRig1xn	0.498	0.871	-4.593	0	0.0494	0.0	0.279	0.613	150.035
5638	Crush	Mayday	63XoMX81pQFWkgwIdEkqe6	0.635	0.641	-6.39	0	0.0843	0.0	0.199	0.578	74.977
5639	PURPLE KISS	memeM	0qr3qIT7OrhzT33sW1syLI	0.658	0.935	-1.458	1	0.129	1.57e-06	0.0287	0.803	150.008
5640	BIGBANG	IF YOU	4kaY4LbdbomICC25gYGGtn	0.672	0.46	-6.213	1	0.0292	0.0	0.144	0.204	141.822
5641	BTS	ON (Feat. Sia)	4JWbH50WabthGhmtduR8b9	0.591	0.848	-4.396	0	0.0828	0.0	0.372	0.385	105.924
5642	IU	Ending Scene	06EMBzxDm2hueehobAlMtm	0.388	0.323	-7.158	1	0.0348	2.03e-06	0.143	0.232	118.885
5643	Tech N9ne	EF U (Easier for You)	31yaMXD6qnABvBwoNhen5D	0.633	0.566	-7.747	0	0.184	0.0	0.15	0.616	77.582
5644	Dreamcatcher	Odd Eye	28Jwll1H52Hr4JzQ6vMoul	0.534	0.933	-1.826	0	0.11	0.0	0.195	0.529	160.061
5645	aespa	YEPPI YEPPI	3UKKwGrpWWamc0XNSKXjmz	0.783	0.872	-2.416	1	0.174	0.0391	0.029	0.708	124.993
5646	KEY	Hate that…	7f5np1evozJ5kXUXXztTSm	0.456	0.744	-4.504	0	0.165	2.29e-06	0.0803	0.526	77.187
5647	BLACKPINK	"SO HOT - THEBLACKLABEL REMIX BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA"""	1fMXWEkJpIH483OrKn1zFV	0.783	0.809	-10.0	0	0.221	1e-05	0.515	0.814	140.025
5648	NCT DREAM	Drive	5kU7ejlQb3T56BIwYOiudl	0.783	0.615	-4.077	1	0.0456	0.0	0.278	0.576	92.024
5649	IZ*ONE	Violeta	0Qzs7eyyx6Il1qkA4wqUHm	0.712	0.885	-2.96	1	0.0605	0.0	0.105	0.661	115.009
5650	Tech N9ne	R.K. Huskers	5u4aAIDdldUTS4d3QFwBnH	0.807	0.676	-5.518	0	0.0759	0.0	0.106	0.332	100.037
5651	ENHYPEN	Mixed Up	6S0By3u06ttb3kU2XEtWnw	0.623	0.9	-3.944	0	0.236	0.0	0.266	0.773	156.889
5652	CL	Tie a Cherry	6tRzqvMtnfDZY80WRh4csu	0.748	0.771	-4.79	0	0.08	2.45e-05	0.168	0.624	158.209
5653	(G)I-DLE	ALREADY	1hQtfLmNABXQMSjjYRXqAX	0.663	0.762	-4.568	0	0.174	7.84e-06	0.161	0.662	91.832
5654	fromis_9	LOVE BOMB	3RtapbUtHJgnVlZWahStUS	0.625	0.931	-1.885	0	0.151	0.0	0.309	0.863	154.061
5655	NCT DREAM	Don’t Need Your Love	7oEm5Q1virEUB9H0XjWZzF	0.619	0.881	-4.683	1	0.0834	0.0	0.103	0.769	160.145
5656	CIX	Movie Star	65pVi11JqwSZqUuYAqLP36	0.718	0.89	-3.798	0	0.0553	0.0	0.462	0.741	111.967
5657	TAEMIN	IDEA (理想)	1IYN3VqZzehgwh5NqnavIQ	0.48	0.813	-5.437	0	0.0575	0.0	0.229	0.7	120.888
5658	Stray Kids	The Tortoise and the Hare	1Zv6xilw5El5P6frlNnYcH	0.674	0.854	-7.784	0	0.129	0.16	0.268	0.176	154.072
5659	CHEN	Everytime	1D6lK8qADoErTTLkY4YBfM	0.529	0.737	-4.32	1	0.0308	0.0	0.184	0.496	90.021
5660	JEON SOMI	BIRTHDAY	5XcM0eD1lsWZibqJ9AUTFq	0.687	0.844	-4.242	1	0.109	9.92e-06	0.0372	0.596	180.055
5661	The Greeting Committee	You've Got Me	534uBUA3qVXAp1jLfK5tL1	0.63	0.634	-4.852	0	0.0252	0.0	0.328	0.63	99.026
5662	Kep1er	MVSK	0dTEMO9G2uu9Vbu3f8Swto	0.798	0.945	-3.02	1	0.176	0.0	0.127	0.658	129.95
5663	ONEUS	LUNA	5L2uuQUMiub01LRhTKRCFj	0.591	0.924	-2.504	0	0.0915	0.0	0.0826	0.668	162.172
5664	THE BOYZ	The Stealer	2DQgD8rAJLKNptQFK70ndO	0.789	0.86	-4.042	0	0.0615	0.0	0.317	0.403	115.956
5665	MINO	Okay Dokey	1R6qeTvAvaxB7hydIYVIY8	0.828	0.61	-4.23	1	0.0528	0.0	0.158	0.311	126.011
5666	WayV	Love Talk	6bc8VmlNt5S9WJlyw8bBdd	0.742	0.749	-5.06	0	0.0378	0.0	0.119	0.485	98.013
5667	(G)I-DLE	ESCAPE	4O7tVdjaOQARI1rS6E6CCx	0.619	0.717	-3.933	0	0.0295	0.0	0.0809	0.309	115.061
5668	PSY	Celeb	3F7ONltjlWoXuvpzK01YSK	0.832	0.682	-3.828	1	0.046	0.0	0.103	0.94	127.948
5669	RADWIMPS	Zenzenzense - movie ver.	2DLrgv7HhJanCuD8L9uJLR	0.321	0.906	-3.967	1	0.141	0.0	0.0862	0.641	189.776
5670	NCT 127	Love On The Floor	2qDEhEy3vSZYFVgWbRChzw	0.889	0.679	-4.106	0	0.11	1.37e-05	0.031	0.641	116.998
5671	Hoody	Adios	3T4s8KFP2SGW7hfmbcICsv	0.633	0.724	-3.447	1	0.0739	0.0	0.223	0.488	77.506
5672	Block B	NalinA	7dgO6H1BxXeXfxDkiDN8E9	0.78	0.956	-3.69	1	0.0882	0.0	0.0675	0.921	114.971
5673	Monsta X	SOMEONE'S SOMEONE	5eU51YmH3XzhzNRzkJns27	0.824	0.449	-7.392	1	0.32	2.21e-06	0.1	0.459	95.058
5674	HEIZE	You, Clouds, Rain	6FZAc2XaVYc8G8jaDnBshv	0.509	0.502	-6.972	0	0.0915	0.0	0.396	0.341	79.16
5675	TREASURE	U	5NIHhuAdsaZHmGeEoHiGY7	0.873	0.537	-5.178	1	0.0587	0.0	0.292	0.594	115.981
5676	ZICO	SoulMate (feat. IU)	1pz24zu5H9A0S1a2NKT4F0	0.855	0.58	-6.951	1	0.141	0.0	0.0965	0.518	96.998
5677	BTS	Moving On	0jo4304s0u51JHHCv7it9K	0.684	0.914	-3.199	1	0.204	0.0	0.0543	0.929	159.996
5678	TOMORROW X TOGETHER	Nap of a star	3Rn10yxcNeVzm5OXug2Kwf	0.626	0.452	-9.062	1	0.0259	1.12e-06	0.104	0.354	140.022
5679	Monsta X	HERO	6gorwqDJ7bsdCHcVs5uS9u	0.683	0.893	-3.086	0	0.162	0.0	0.226	0.909	146.082
5680	BTS	Butter - Hotter Remix	2uuWT347cQG0fRkrgAZ5KQ	0.702	0.748	-5.215	1	0.0489	0.0	0.23	0.789	110.028
5681	SEVENTEEN	THANKS	7cbZIBLhfD9taMBgEsIhIp	0.513	0.867	-3.729	1	0.0632	0.0	0.34	0.536	149.967
5682	P1Harmony	If You Call Me	1lh6n7jDkg2JYyYDmbT4RS	0.793	0.711	-3.798	0	0.043	0.0	0.104	0.543	112.038
5683	SEVENTEEN	Hug	5ZQFP6rsYhNaFuQNaoTzgV	0.469	0.233	-9.381	1	0.0442	0.0	0.108	0.393	135.308
5684	SEVENTEEN	HIT	0uIw1c0E2nyFWWwEVzhl30	0.619	0.908	-3.97	0	0.2	0.0	0.131	0.671	130.056
